l,Business Name,AUM,First Name,Last Name,Role,Linkedin,
https://www.avantprotocol.com,Avant avUSD,"97,507,053.23",JF,Saine,Chief Operating Officer,http://www.linkedin.com/in/jfsaine,
https://www.avantprotocol.com,Avant avUSD,"97,507,053.23",Rhett,Shipp,Founder,http://www.linkedin.com/in/rhett-shipp-0a117823,
https://trade.bluefin.io/lend,AlphaLend,"96,516,457.60",Anna ,Ongpin,Chief Operating Officer,https://ph.linkedin.com/in/anna-ongpin-97b0714,
https://lulo.fi/,Lulo,"95,926,947.51",Jesse,Brauner,Co-Founder,http://www.linkedin.com/in/jesse-brauner,
https://lulo.fi/,Lulo,"95,926,947.51",Daniel,Garay,CEO,http://www.linkedin.com/in/garayd,
https://kerneldao.com/kelp/gain/,Gain,"94,284,513.32",Rahul,Jaguste,Director,https://www.linkedin.com/in/rahuljaguste/,
https://kerneldao.com/kelp/gain/,Gain,"94,284,513.32",Dheeraj,Borra,Co-founder,https://www.linkedin.com/in/dheeraj-borra/,
https://www.hy.pe/,HYPE,"93,969,830.66",Jake  ,Stott,CEO ,https://www.linkedin.com/in/jakestott/?originalSubdomain=de,
https://thorchain.org/,Thorchain DEX,"93,840,433.67",Alan,VanToai,Co-Founder,https://www.linkedin.com/in/vantoai/,
https://www.hy.pe/,HYPE,"93,969,830.66",Danny  ,Gazit,CEO ,https://www.linkedin.com/in/dannygazit/,
https://makerdao.com/en/,Sky RWA,"92,892,884.72",,,,,
https://multichain.org/,Multichain,"92,697,516.75",,,,,
https://v2-app.pulsex.com/swap,PulseX,"92,110,907.55",Mst  ,Begum,Human Resources Manager ,https://se.linkedin.com/in/mst-mamtaj-begum-b08b3b310,
https://ailayer.xyz/,AILayer farm,"91,793,383.42",Allen,Yeoman,Chief Executive Officer,http://www.linkedin.com/in/allen-yeoman,
https://ailayer.xyz/,AILayer farm,"91,793,383.42",Russell,Lau ,Co-Founder,https://www.linkedin.com/in/russell-lau-b3068930b?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAE7xwxQBYSGWnNbo0utp58VUsSqx3dqISbI&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B55ac191f-03e0-4f45-a11b-a4d4575989cc,
https://app.silo.finance,Silo,"91,266,579.75",,,,,
https://www.yala.org,Yala,"90,232,746.74",Kai,Tai,Co-Founder,https://www.linkedin.com/in/kaitailorechang?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAv0yAoBtaeapJDjMPMJ58IKoaY2_eLS3p4&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B27605141-6351-470c-ab1f-96ec9e0a686b,
https://www.yala.org,Yala,"90,232,746.74",Bin ,Liu,Co-Founder,https://www.linkedin.com/in/binliudegen?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAon69cBFzy-bO6fTzulYdTZ8FasoZOS9J0&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B27605141-6351-470c-ab1f-96ec9e0a686b,
https://moonwell.fi,Moonwell Lending,"89,748,321.04",Luke ,Youngblood,Founder,https://www.linkedin.com/in/lukeyoungblood/,
https://stake.link/staking-pools,stake.link liquid,"89,684,891.47",,,,,
https://hydration.net,Hydration DEX,"89,403,728.33",Brian ,Ansah,Chief Executive Officer,https://www.linkedin.com/in/brian-boakye-ansah-143906222/,
https://governance.chilizchain.com,Chiliz Governance Staking,"89,127,940.84",Alexandre ,Dreyfus ,CEO,https://www.linkedin.com/in/alexandredreyfus/?originalSubdomain=mt,
https://blackhole.xyz/,Blackhole CLMM,"88,923,706.13",Bill ,Kallman,CEO & Managing Member,https://www.linkedin.com/in/billkallman/,
https://www.auto.finance,AUTOfinance,"86,983,032.31",Craig ,Braun,Founding team,https://www.linkedin.com/in/craigbraun/,
https://www.auto.finance,AUTOfinance,"86,983,032.31",Dan ,Berce, CEO,https://www.linkedin.com/in/dan-berce,
https://bifrost.io/,Bifrost Liquid Staking,"86,247,164.93",Lurpis ,Wang,CoFounder,https://www.linkedin.com/in/lurpis?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABmerVMBJbo22r3T1GdCUtOkM1SP0FzPa60&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B6ccdd824-2bda-4f8f-b428-efa9b54f174d,
https://app.arrakis.fi/modular,Arrakis Modular,"86,246,591.78",Luis ,Schliesske,Co-Founder,https://www.linkedin.com/in/luis-schliesske-865b522aa/,
https://app.arrakis.fi/modular,Arrakis Modular,"86,246,591.78",Hilmar ,Orth,Founder,https://www.linkedin.com/in/hilmarx/,
https://www.aera.finance,Aera,"86,149,811.82",Tina ,Bhojwani,Co-Founder & CEO,https://www.linkedin.com/in/tina-bhojwani-4a9566/,
https://www.aera.finance,Aera,"86,149,811.82",Amy ,Fisher,Co-Founder & CEO,https://www.linkedin.com/in/amybfisher/?originalSubdomain=ca,
https://portal.scroll.io/bridge,Scroll Bridge,"85,888,904.61",Haichen ,Shen,Co-founder,https://www.linkedin.com/in/haichenshen?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAARljyQBTZ1fAh8Ea5bbHmjSrxeUMprFsTI&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3Bacf7481b-ad4d-43e8-b8f2-fccd0bd80679,
https://portal.scroll.io/bridge,Scroll Bridge,"85,888,904.61",Ye ,Zhang,Co-founder,https://www.linkedin.com/in/ye-zhang-70b072148?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACOayHsB98ViTg6Xs6Shx5MaYBiu9YL-7Y4&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3Bacf7481b-ad4d-43e8-b8f2-fccd0bd80679,
https://www.okx.com/xbtc#transparency,OKX xBTC,"85,659,818.50",Roshan ,Robert,CEO,https://www.linkedin.com/in/roshanrobert?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAABaj7MBLpE-ZQrZM1JZ03aAHDKONRwzkIc&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B96c449e5-6d7e-41cd-9b16-f0c5abf12a55,
https://www.okx.com/xbtc#transparency,OKX xBTC,"85,659,818.50",Gracie ,Lin,CEO,https://www.linkedin.com/in/gracie-lin-a8866361?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAA0W2EgBPiIQrZjPasqfxhyS5fwkh4v_qWc&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B96c449e5-6d7e-41cd-9b16-f0c5abf12a55,
https://lending.rhea.finance/,Rhea Lend,"85,374,233.65",Loránd ,Kismihály,Founder & CEO,https://www.linkedin.com/in/lor%C3%A1nd-kismih%C3%A1ly-697821230/?originalSubdomain=ro,
https://summer.fi,Lazy Summer Protocol,"84,676,518.34",Chris ,Bradbury,CEO,https://www.linkedin.com/in/chris-bradbury-summer,
https://summer.fi,Lazy Summer Protocol,"84,676,518.34",Joe ,Clark,CFO,https://www.linkedin.com/in/joe-clark-215a226,
https://app.doppler.finance,Doppler Finance,"84,151,516.03",Brian ,Vallelunga,chairman,https://www.linkedin.com/in/vallelungabrian,
https://karak.network,OpenGDP Shared Security,"82,716,259.55",,,,,
http://www.apx.group/,APX Solutions,"81,759,598.98",Uwe  ,Dettmann,Founder,https://www.linkedin.com/in/uwe-dettmann-a5384587/?originalSubdomain=th,
https://loop.sl/i/AVxMN,Loopscale,"80,957,741.01",Luke ,Truitt,Co-Founder & CEO,https://www.linkedin.com/in/luke-truitt?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACSlnrkBJ5Tv-VkmfBlD9j8KpTFtG8CH36c&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B51af456f-fc8b-4950-a1e2-f7242165a4cf,
https://loop.sl/i/AVxMN,Loopscale,"80,957,741.01",Mary ,Gooneratne,Cofounder,https://www.linkedin.com/in/marygooneratne?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAACNEZbEBwkh65jfYfrdHMu29nmlP4wble_E&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B51af456f-fc8b-4950-a1e2-f7242165a4cf,
https://moneyonchain.com/,MoneyOnChain,"80,921,443.86",Manuel ,Ferrari,Co-founder,https://www.linkedin.com/in/manuelferrari?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAABD7fkBd_6a5ws0j9_7At0nwkhVEJtyzmg&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B24bdbc9b-678a-4928-84a3-5d951ed5c66d,
https://moneyonchain.com/,MoneyOnChain,"80,921,443.86",Maximiliano ,Carjuzaa ,Co Founder ,https://www.linkedin.com/in/maxcarjuzaa?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAASGZCYB2gDERuNOE9hFYC0Bx5qkNQTdm6U&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B24bdbc9b-678a-4928-84a3-5d951ed5c66d,
http://www.apx.group/,APX Solutions,"81,759,598.98",Sukanya  ,Thamthada,Managing Director/Co-Founder,http://linkedin.com/in/sukanya-thamthada-831096b4/?originalSubdomain=th,
https://pump.co/,Pump.co,"80,532,512.63",Julien  ,Dupe,Partner - Investor  ,https://www.linkedin.com/in/juliendupe/,
https://pump.co/,Pump.co,"80,532,512.63",Spandana  ,Nakka,Founder & CEO,https://www.linkedin.com/in/spndn07/,
https://pump.co/,Pump.co,"80,532,512.63",Michael  ,Buckwald,COO,https://www.linkedin.com/in/mbuckwald/,
https://takara-capital.com/,Takara,"79,656,021.58",Itamar  ,Tura,COO & Co-Founder,https://www.linkedin.com/in/itamar-bar-tura-7233ba14/,
https://www.team.finance,Team Finance,"79,179,480.66",Ivan ,Anastassov,Chief Operating Officer as part of TrustSwap,https://www.linkedin.com/in/ivananastassov/,
https://haedal.xyz,Haedal Protocol,"78,841,276.09",Cedrick ,Vajarachitkul,Co-Founder,https://www.linkedin.com/in/cedrick-vajarachitkul-b84848355/?originalSubdomain=th,
https://terminal.fi/,Terminal Finance Pre-Deposits,"78,321,381.09",,,,,
https://www.reservoir.xyz,Reservoir Protocol,"78,252,578.23",,,,,
https://www.toobit.com,Toobit,"77,713,412.29",Kelly  ,Wang,Co-Founder,https://www.linkedin.com/in/kelly-w-97bb3894/?originalSubdomain=sg,
https://www.blend.capital,Blend Pools,"77,042,132.28",Nick ,Beardall,Managing Director ,uk.linkedin.com/in/nick-beardall-59206048,
https://fx.aladdin.club/v2/trade/?code=defillama,fx Protocol,"76,542,555.66",Nnenna ,Nkata,Co-founder,https://www.linkedin.com/in/nnenna-nkata/,
https://origami.finance,Origami Finance,"74,920,295.77",Ishan ,Haque ,CEO,https://www.linkedin.com/in/ishan-haque-07075313b/?originalSubdomain=au,
https://www.zestprotocol.com/,Zest,"73,998,154.88",Fernando ,Foy,Co-Founder ,https://www.linkedin.com/in/fernando-foy?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAADS8rBcBXYBVJzFSBs37vub0Mzq8nKqSxdw&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B536a7fda-04e2-40d9-8887-ad616ff54661,
https://www.zestprotocol.com/,Zest,"73,998,154.88",Tycho ,Onnasch,Co-founder ,https://www.linkedin.com/in/tychokoonnasch?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABQ-h3kB2ZrvYGZH-y-i9BQ6eor28mHIhM0&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B536a7fda-04e2-40d9-8887-ad616ff54661,
https://www.toobit.com,Toobit,"77,713,412.29",Erin  ,Gao,Manager ,https://www.linkedin.com/in/erin-gao-52068226a,
https://www.toobit.com,Toobit,"77,713,412.29",Sebastiano  ,Pesce,Director ,https://www.linkedin.com/in/sebastiano-pesce-0654a15b/?originalSubdomain=it,
https://tonstakers.com,Tonstakers LSD,"73,994,413.48",,,,,
https://app.zerobase.pro/,ZEROBASE CeDeFi,"73,723,445.36",Mirror ,Tang ,Founder & CEO,https://www.linkedin.com/in/mt2/,
https://equilibria.fi/home,Equilibria,"72,541,083.92",Coco ,Meers,CEO & Co-Founder,https://www.linkedin.com/in/cocomeers/,
https://bridge.pulsechain.com,PulseChain Bridge,"72,422,791.26",William ,Garcia,Chief Executive Officer,https://www.linkedin.com/in/william-garcia-2018/?originalSubdomain=mt,
https://bridge.pulsechain.com,PulseChain Bridge,"72,422,791.26",Kan ,Law,Chief Executive Officer,http://www.linkedin.com/in/kan-law-526905384,
https://app.derive.xyz?ref=defillama,Derive,"72,218,702.13",Nick ,Forster,"CEO, Co-Founder ",https://www.linkedin.com/in/nick-forster/,
https://app.derive.xyz?ref=defillama,Derive,"72,218,702.13",Akshat ,Sondhi,Co-founder/CEO,https://www.linkedin.com/in/sondhiakshat/?originalSubdomain=au,
https://www.kaio.xyz/,KAIO,"71,729,317.18",Olivier ,Dang,Chief Operating Officer,https://www.linkedin.com/in/olivier-dang/,
https://www.kaio.xyz/,KAIO,"71,729,317.18",Maurizio ,Raffone,Chief Financial Officer,http://linkedin.com/in/maurizioraffone/,
https://defidevcorp.com/?tab=dfdvSOLcom,DFDV Staked SOL,"70,801,646.23",John ,H,CFO,https://www.linkedin.com/in/johnfeihan?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAJcBV4B3TqQ6o8fLHr6FJlKZqw9j_1_I54&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B941cb01b-4927-4b1e-9326-39ab94d86e62,
https://defidevcorp.com/?tab=dfdvSOLcom,DFDV Staked SOL,"70,801,646.23",Joseph ,Onorati,Chairman and CEO,https://www.linkedin.com/in/joseph-onorati?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAFU7iqsBBGD1EWByDsNn2LU06j-pvqaOTKU&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B941cb01b-4927-4b1e-9326-39ab94d86e62,
https://bridge.metis.io/home,Metis Bridge,"69,735,388.54",Scott ,Chuhinko,Partner,http://www.linkedin.com/in/scott-chuhinko-736374b,
https://bridge.metis.io/home,Metis Bridge,"69,735,388.54",Randy ,Durie,Partner,http://www.linkedin.com/in/randy-durie-33158a1,
https://kpk.io/,kpk,"69,405,067.27",Marcelo,Olano,Co-founder,https://pt.linkedin.com/in/marceloruizdeolano,
https://kpk.io/,kpk,"69,405,067.27",Alejandro ,Romero,Co-founder,https://es.linkedin.com/in/alexromero,
https://www.coin8.co,Coin8,"67,861,658.18",Cody ,Marcotte,Owner,https://www.linkedin.com/in/cody-marcotte-21436a369/?originalSubdomain=ca,
https://www.coin8.co,Coin9,"67,861,658.18",Nicola ,Yardy,Owner,https://www.linkedin.com/in/nicolayardy/?originalSubdomain=ca,
https://lisk.com,Lisk Bridge,"67,719,120.14",Dominic ,Schwenter,COO,https://www.linkedin.com/in/dominic-schwenter-133386162,
https://lisk.com,Lisk Bridge,"67,719,120.14",Shusetsu ,Toda,Chief Technology Officer,https://www.linkedin.com/in/shusetsu-toda/,
https://dashboard.bprotocol.org,B.Protocol Curator,"67,696,074.50",Yaron ,Velner,CEO,https://www.linkedin.com/in/yaron-velner-7a8aa4107?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAABsJMXABHNC5QdLnOJim2k3INLZVssfFMKk&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B8beeae86-b2c7-43c0-8139-763d7764e097,
https://xtrade.gg/,Kinetiq Earn,"67,288,618.31",,,,,
https://www.matrixdock.com/home,MatrixDock XAUM,"66,407,185.47",,,,,
https://mezo.org,Mezo Network,"66,345,329.41",Matt ,Luongo,Co-founder,https://www.linkedin.com/in/mattluongo?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAN112gBmvH2SrW7P9zsZwmFxPYGQLy3u2E&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3Bbca381f1-fdbd-4322-a222-8dd337f3a46f,
https://tzbtc.io/transparency,tzBTC,"66,283,359.42",,,,,
https://app.opinion.trade?code=hV0KVj,OPINION,"66,017,095.60",,,,,
https://multipli.fi,Multipli.fi,"63,536,148.58",Paul ,Veradittakit,Managing Partner,https://www.linkedin.com/in/veradittakit,
https://multipli.fi,Multipli.fi,"63,536,148.58",Kelvin ,Koh,Founding Partner,https://hk.linkedin.com/in/kelvin-koh-b22278,
https://www.nucleusearn.io,Nucleus,"63,165,426.59",,,,,
https://sparkdex.ai/home,SparkDEX V3.1,"63,077,856.22",George ,Harrap,CEO,https://uk.linkedin.com/in/george-harrap-826a1292,
https://www.pendle.magpiexyz.io/stake,Penpie,"62,994,820.66",,,,,
https://www.yo.xyz/,YO Protocol,"62,930,204.96",Driss ,Benamour,Co-Founder & CEO,https://www.linkedin.com/in/drissb?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAF340sB-4OV5OLkBFDZ-pMCp6949AGCo6A&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B298a2ab9-4a72-4750-a447-3874ec4c0226,
https://reti.nodely.io/,Reti Pooling,"62,828,218.39",Dorota ,Cybuch,CEO,http://www.linkedin.com/in/dorota-cybuch-6a316157,
https://reti.nodely.io/,Reti Pooling,"62,828,218.39",Pawel ,Pierscionek,Founder,http://www.linkedin.com/in/urtho,
https://www.sunx.io/,SunX,"62,420,218.58",Geoffrey ,Lipman,Co-founder & President,https://be.linkedin.com/in/geoffrey-lipman-85a0256,
https://ekubo.org/,Ekubo,"62,046,615.01",,,,,
https://www.helius.dev,Helius Staked SOL,"61,912,993.02",Mert ,Mumtaz,Co-Founder & CEO,http://www.linkedin.com/in/mertmumtaz,
https://www.helius.dev,Helius Staked SOL,"61,912,993.02",Nicolas ,Pennie,Co-founder & CTO,http://www.linkedin.com/in/nicolas-pennie-799b72aa,
https://merchantmoe.com/,Merchant Moe Liquidity Book,"61,764,444.49",,,,,
https://flipster.io,Flipster,"61,067,746.98",Jaewon ,An,Chief Executive Officer,http://www.linkedin.com/in/jaewonan,
https://www.nodedao.com,NodeDAO,"60,529,854.02",,,,,
https://pancakeswap.finance/,PancakeSwap Infinity,"60,455,356.69",Henry ,Cavill,CEO,http://www.linkedin.com/in/henry-cavill-6b6ab6229,
https://ring.exchange/#/earn,Ring Few,"59,835,979.07",,,,,
https://stusdt.io/#/home,stUSDT,"58,965,748.41",,,,,
https://b.watch/#/,Bwatch,"58,324,019.00",,,,,
https://bridge.sx.technology/,SX Rollup Bridge,"57,837,178.72",Andrew ,Young,Co-Founder & Project Lead,http://www.linkedin.com/in/andrew-young-6590b39a,
https://bridge.sx.technology/,SX Rollup Bridge,"57,837,178.72",Julian ,Wilson,Co-founder & CTO,http://www.linkedin.com/in/julianwlsn,
https://eosauthority.com/rex/statistics?network=eos,Vaulta REX,"57,818,709.27",Lucas ,Bolander,Co-Owner ,https://www.linkedin.com/in/lucas-bolander-0854122a8/,
https://ember.so/,Ember Protocol,"57,741,549.82",Kurt ,Avarell,CEO & Co-founder,https://www.linkedin.com/in/kurtavarell/,
https://ember.so/,Ember Protocol,"57,741,549.82",Clay ,Alexander, Founder,https://www.linkedin.com/in/claytonalexander/,
https://turtle.club,Turtle Club,"57,686,060.37",Benedikt ,Schulz,Co-founder & CCO,http://www.linkedin.com/in/schulzb,
https://resupply.fi/,Resupply,"57,422,690.82",Paul ,Tocci,CEO & Founder,https://www.linkedin.com/in/paul-tocci-4a9bab69/,
https://veno.finance/,Veno Finance,"56,584,063.89",,,,,
https://metapool.app,Meta Pool Near,"56,004,880.96",Claudio ,Cossio,Co-Founder,http://www.linkedin.com/in/claudio-cossio-8b3497367,
https://metapool.app,Meta Pool Near,"56,004,880.96",Lucio ,Tato,Co-Founder,http://www.linkedin.com/in/lucio-tato,
https://hylo.so/leverage?ref=XG3NTI,Hylo Protocol,"55,924,026.85",Narek ,A,"Co-Founder, CEO",https://www.linkedin.com/in/narek-asadorian?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAcL7cwBLQglGygt5UGNvaFiVuR1TdVZyO8&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B6626000e-2ea5-4952-a9c1-5a22483d1cc6,
https://vfat.io/yield,vfat.io,"55,466,503.50",,,,,
https://satlayer.xyz/,SatLayer,"54,892,107.96",Luke ,Xie,Co-Founder & CEO,http://www.linkedin.com/in/lukex,
https://xrpl.org/,XRPL DEX,"54,595,546.66",A ,B,Talent Partner ,http://www.linkedin.com/in/a-b-b72290357,
https://hypurr.fi,HypurrFi Pooled,"54,166,537.93",,,,,
https://anvil.xyz/,Anvil,"53,663,491.23",Cody ,Steinmetz,CEO,https://www.linkedin.com/in/codysteinmetz/,
https://www.prjx.com/@DEFILLAMA,Project X,"52,895,327.79",Rounak ,Adhikary,Founder & CEO ,https://www.linkedin.com/in/rounakadhikary/,
https://app.rate-x.io/referral?ref=VS71Wksp,RateX,"52,863,087.85",Goh ,Kai,CEO & Co-founder,https://www.linkedin.com/in/akujk,
https://app.trufin.io/,TruStake,"52,333,958.52",Matt ,Molloy,Chief Executive Officer,http://www.linkedin.com/in/mattmolloy123,
https://cbridge.celer.network/#/transfer,cBridge,"52,021,153.76",Xiaozhou ,Li,Cofounder & Engineering Lead,https://www.linkedin.com/in/lixiaozhou?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAANgfZEBYEl1ftFXVS69sBJY_-PmR-ho3Eg&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B44e90256-ebfa-41b4-86fc-bff53ba406c2,
https://cbridge.celer.network/#/transfer,cBridge,"52,021,153.76",Junda ,Liu ,Co-Founder,https://www.linkedin.com/in/openflow?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAfOPdABtBJFCI009J3XuqgWNA20x0v61Ak&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3B44e90256-ebfa-41b4-86fc-bff53ba406c2,
https://www.vesu.xyz,Vesu,"51,971,935.20",Nils ,Bundi,Co-Founder & CEO,http://www.linkedin.com/in/nilsbundi,
https://www.vesu.xyz,Vesu,"51,971,935.20",Johannes ,E,Co-Founder,http://www.linkedin.com/in/johannes-e,
https://www.seamlessprotocol.com,Seamless Vaults,"51,905,105.31",Haise ,Issaki,Founder ,http://www.linkedin.com/in/haise-issaki-1852a81b0,
https://hyperion.xyz/,Hyperion,"51,810,728.16",David ,Hewitt,Chief Executive Officer,https://www.linkedin.com/in/davidehewitt/,
https://firelight.finance/,Firelight,"51,557,624.54",Emily ,Palmer,Co-Founder + CEO,https://www.linkedin.com/in/emily-palmer-548742293/,
https://idex.io/,IDEX,"51,526,154.45",Gene ,Karpinski,Owner,http://www.linkedin.com/in/gene-karpinski-7b11a55,
https://idex.io/,IDEX,"51,526,154.45",Cisco ,Arrieta,Business Owner,http://www.linkedin.com/in/cisco-arrieta,
https://xion.burnt.com,XION Finance,"51,446,906.11",Anthony ,Anzalone,Founder | CEO,http://www.linkedin.com/in/anthony-anzalone-bba2b5230,
https://big.one,BigONE,"51,382,420.20",Ian ,Tian,Founder and CEO,https://www.linkedin.com/in/ian-tian-29307919?miniProfileUrn=urn%3Ali%3Afs_miniProfile%3AACoAAAO_RU8B3oHC81okFel1AlEMVojxRcLEBak&lipi=urn%3Ali%3Apage%3Acompanies_company_people_index%3Bc91a04e0-b336-431c-89a5-78c9bdba555b,
https://www.origyn.com/,ORIGYN,"51,308,507.68",Vincent ,Perriard,Co-Founder,http://www.linkedin.com/in/vincent-perriard-22042010b,
https://www.onre.finance/,OnRe,"51,287,377.19",Dan ,Roberts,"Co-Founder, CEO",http://www.linkedin.com/in/danielajroberts,
https://www.onre.finance/,OnRe,"51,287,377.19",Ayyan ,Rahman,Co-Founder ,http://www.linkedin.com/in/ayyan-rahman-55a445187,
https://www.yei.finance,YeiLend,"51,268,777.66",Austin ,Chien,Co-Founder,http://www.linkedin.com/in/austin-chien-,
https://www.yei.finance,YeiLend,"51,268,777.66",Ivan ,Koh,Founding member,http://www.linkedin.com/in/ivankkk,
https://grvt.io,Grvt Bridge,"51,254,939.46",Matthew ,Quek,Co-Founder & COO,http://www.linkedin.com/in/matthew-quek-01403274,
https://grvt.io,Grvt Bridge,"51,254,939.46",Hong ,Yea,"Co-founder, CEO",http://www.linkedin.com/in/hong-gyu-yea-b5264728,
https://grvt.io,Grvt Bridge,"51,254,939.46",Chris ,Thomas,Founder,http://www.linkedin.com/in/chris-thomas-9a8bb578,
https://across.to,Across,"49,708,047.33",Melissa ,Quinn,COO,http://www.linkedin.com/in/melissaannquinn,
https://lite.zksync.io/,zkSync Lite Bridge,"49,671,276.09",,,,,
https://www.cetus.zone,Cetus CLMM,"49,048,522.48",,,,,
https://steer.finance,Steer Protocol,"49,002,290.92",Derek ,Barrera,Founder,http://www.linkedin.com/in/derekbarrera,
https://steer.finance,Steer Protocol,"49,002,290.92",Deepak ,Gupta,Co-founder,http://www.linkedin.com/in/deepak-gupta-7a7438106,
https://minswap.org,Minswap,"48,562,790.02",Long ,Nguyen,Founder,http://www.linkedin.com/in/ngnlong,
https://minswap.org,Minswap,"48,562,790.02",Richard,Nguyen,Co-Founder,http://www.linkedin.com/in/richard-nguyen-700739163,
https://jito.network,Jito Restaking,"47,735,758.35",Brian,Smith,Executive Director,https://www.linkedin.com/in/brian-smith-00431288/,
https://jito.network,Jito Restaking,"47,735,758.35",Thomas ,Uhm,CCO ,https://www.linkedin.com/in/thomas-uhm/,
https://www.sygnum.com/,Sygnum FIUSD Liquidity Fund,"46,762,228.08",Gerald,Goh,Co-Founder,http://www.linkedin.com/in/gerald-goh-2a75b541,
https://www.sygnum.com/,Sygnum FIUSD Liquidity Fund,"46,762,228.08",Jason,French,Executive Director,http://www.linkedin.com/in/jason-french,
https://www.ankr.com/,Ankr,"46,579,029.86",Stanley (Liangnan) .,W,Co-Founder,https://www.linkedin.com/in/stanley-w-5714a4163/,
https://www.ankr.com/,Ankr,"46,579,029.86",MoNoico,dot Com,Founder ,https://www.linkedin.com/in/monoico-dot-com-ab37bb165/,
https://idle.finance,Idle,"46,374,482.21",William,Bergamo,Co-founder,https://www.linkedin.com/in/william-bergamo-14822860/,
https://idle.finance,Idle,"46,374,482.21",Matteo ,Pandolfi,Founder ,https://www.linkedin.com/in/pandolfimatteo/,
https://amnis.finance,Amnis Finance,"46,309,752.16",Eric Hung,"Nguyen, CFA",CEO ,https://www.linkedin.com/in/hungngocnguyen/,
https://docs.neopin.io/earn-with-neopin/stake,NEOPIN Staking,"45,887,050.22",Ethan,Kim,CEO ,https://www.linkedin.com/in/ethankim2202/,
https://linearprotocol.org,LiNEAR Protocol,"45,713,750.24",,,,,
https://v2.liqwid.finance/,Liqwid,"45,688,329.03",Dewayne,Cameron,CEO ,https://www.linkedin.com/in/dewayne-cameron-698177145/,
https://v2.liqwid.finance/,Liqwid,"45,688,329.03",Tashoma,Vilini,Marketing Director,https://www.linkedin.com/in/tashoma/,
https://app.extrafi.io/,Extra Finance Leverage Farming,"45,585,650.56",,,,,
https://dinari.com,Dinari,"45,423,252.95",Gabriel,Otte,Co-founder,https://www.linkedin.com/in/gabrielotte/,
https://dinari.com,Dinari,"45,423,252.95",Garrett,W,Chief Financial Officer,https://www.linkedin.com/in/garrettwong/,
https://www.bitget.com/,Bitget bgBTC,"45,137,973.69",Estanislao,J.,CEO ,https://www.linkedin.com/in/estanislao-j-b230b3a/,
https://www.bitget.com/,Bitget bgBTC,"45,137,973.69",Patrick,Podvorica,CEO ,https://www.linkedin.com/in/patrick-podvorica-9b0319352/,
https://omni.apex.exchange/referral?referralCode=T0S8V482,Apex Omni,"44,927,014.53",,,,,
https://www.ostium.io/,Ostium,"44,860,187.02",Kaledora Fontana Kiernan,Linn,co-founder,https://www.linkedin.com/in/kaledora/,
https://www.orangex.com,OrangeX,"44,751,359.14",,,,,
