l,Business Name,AUM,First Name,Last Name,Role,Linkedin,Source
https://eth.verusbridge.io/,Verus Market,"28,415,903.70",Michael J.,Toutonghi,Founder & Lead Developer (ex-Microsoft VP),https://www.linkedin.com/in/michaeltoutonghi/,https://www.verus.io/people
https://www.colend.xyz,Colend Protocol,"28,081,263.07",,,[ANONYMOUS - Team not publicly disclosed],,https://www.rootdata.com/Projects/detail/Colend?k=MTI1NjQ%3D
https://magmafinance.io/,Magma,"27,685,681.28",,,[ANONYMOUS - Team not publicly identified],,http://www.rootdata.com/Projects/detail/Magma%20Finance?k=MTYzNjI%3D
https://flare.sceptre.fi,Sceptre Liquid,"26,417,646.59",JD,Gagnon,Co-Founder Rome Blockchain Labs,https://www.linkedin.com/in/jdgagnon/,https://flare.network/news/liquid-staking-protocol-sceptre-launching-on-flare
https://flare.sceptre.fi,Sceptre Liquid,"26,417,646.59",Alexander,Elhorst,COO RBL / CEO Sceptre,[NOT FOUND],https://blockleaders.io/liquid-staking-comes-to-flare-network/
https://app.youves.com,Youves,"25,294,331.71",Werner,Broennimann,Co-Founder ubinetic,https://ch.linkedin.com/in/werner-broennimann-a75616,https://cryptocoin.news/news/altcoin/synthetic-assets-on-tezos-a-deep-look-inside-youves-with-werner-broennimann-co-founder-64782/
https://vectis.finance,Vectis Finance,"24,953,480.14",,,[ANONYMOUS - Team not publicly identified],,https://defillama.com/protocol/vectis-finance
https://adrastea.fi/,Adrastea Validator,"24,654,539.53",,,[PSEUDONYMOUS - CEO "BM" and CTO "Null"],,https://discuss.jup.ag/t/lfg-launchpad-adrastea-finance-defi-strategies/7550
https://app.stackingdao.com,StackingDAO,"24,111,614.18",Philip,De Smedt,Co-Founder (also Arkadiko Founder),[NOT FOUND - personal site: philipdesmedt.com],https://www.crunchbase.com/person/philip-de-smedt
https://app.stackingdao.com,StackingDAO,"24,111,614.18",Tycho,Onnasch,Co-Founder (Forbes 30u30),https://uk.linkedin.com/in/tychokoonnasch,https://stacks.org/stackingdao-spotlight
https://merlinswap.org,MerlinSwap,"23,341,663.98",Jimmy,Yin,Co-Founder & CEO iZUMi Finance,[NOT FOUND - active as @0xJimmyYin on X],https://izumi-finance.medium.com/izumi-launches-merlinswap-to-extend-dex-as-a-service-to-bitcoins-defi-ecosystem-81567ca5313a
https://etherex.finance/,Etherex CL,"22,817,520.09",,,[ANONYMOUS - Built by "Kingdom" team behind Nile Exchange on Linea],,https://linea.build/blog/meet-etherex-lineas-next-gen-liquidity-hub-1
https://goldfinger.finance/en,GoldFinger,"22,351,427.62",,,[ANONYMOUS - No team info found],,
https://hakutora.xyz,Hakutora,"22,159,902.78",,,[ANONYMOUS - Team operates as @0xhakutora],,https://defillama.com/protocol/hakutora
https://kai.finance,Kai Finance,"21,842,541.40",Kresimir,Klas,Lead Developer / Founder Kuna Labs,https://hr.linkedin.com/in/kre%C5%A1imir-klas-637b2612b,https://kunalabs.io/
https://app.nado.xyz/,Nado Spot,"20,863,907.44",,,[ANONYMOUS - Built by Kraken/Ink team but individual names not disclosed for Nado],,https://docs.nado.xyz
https://app.thala.fi/lsd,Thala LSD,"20,761,911.56",Adam,Cader,Co-Founder & CEO (ex-ParaFi Capital),[SEARCH: Adam Cader Thala on LinkedIn],https://whitestarcapital.com/companies/thala-labs/
https://app.thala.fi/lsd,Thala LSD,"20,761,911.56",San,Lee,Co-Founder & Business Lead,https://www.linkedin.com/in/san-l-1b68a9152/,https://www.theblock.co/post/177279/parafi-backs-thala-labs-6-million-raise-to-build-defi-stack-on-aptos-exclusive
https://yuzu.money/,Yuzu Money,"20,344,990.82",,,[ANONYMOUS - Incubated by Ouroboros Capital],,https://iq.wiki/wiki/yuzu-money
https://pando.im,Pando Leaf,"18,785,248.93",,,[ANONYMOUS - Built by Mixin Trusted Group nodes],,https://docs.pando.im/docs/security/mtg/
https://pico-sol.com,Pico Staked SOL,"18,546,524.70",,,[ANONYMOUS - Japanese Solana validator team],,https://pico-sol.com/en/about-picosol-validator/
https://knightrade.io/,Knightrade,"18,507,608.03",,,[NO INFO FOUND - Platform very obscure],,
https://app.hyperswap.exchange/#/swap?referral=defillama,HyperSwap,"18,151,512.04",,,[PSEUDONYMOUS - Co-Founders known as CryptoPoulpe (Leo) and Ryzed],,https://medium.com/@uncoilhype/hyperswap-building-the-base-layer-for-onchain-liquidity-0150e5150ff9
https://loopring.org/#/,Loopring,"17,910,431.50",Daniel,Wang,Founder,https://cn.linkedin.com/in/dong77,https://defiprime.com/loopring-protocol
https://loopring.org/#/,Loopring,"17,910,431.50",Steve,Guo,CEO (former CTO),https://www.linkedin.com/in/steve-guo-09866618/,https://www.coindesk.com/business/2022/02/03/loopring-names-cto-steve-guo-as-ceo-replacing-founder-wang
https://hibt.com,Hibt,"17,426,604.09",,,[ANONYMOUS - Canada-based 200+ team rebranded from HotsCoin],,https://support.hibt.com/hc/en-us/articles/8333433637391-About-Us
https://btcfi.one,BTCFi CDP,"17,340,604.61",Dohyun,Pak,CEO & Co-Founder Bifrost,https://www.linkedin.com/in/dohyun-pak-682781a/,https://hackernoon.com/i-see-defi-as-the-future-of-finance-dohyun-pak-ceo-and-co-founder-of-bifrost-934x3517
https://btcfi.one,BTCFi CDP,"17,340,604.61",Changhyun,Yoo,COO & Co-Founder Bifrost,https://www.linkedin.com/in/changhyun-yoo0/,https://golden.com/wiki/BiFi-6AJ6EJM
https://flokifi.com,FlokiFi Locker,"17,332,126.55",Jackie,Xu,Lead Developer,[NOT FOUND],https://blog.floki.com/floki-inu-ama-with-bull-crypto-28ca51b57216
https://fluxbeam.xyz,FluxBeam,"17,071,083.08",,,[ANONYMOUS - Low-profile Solana developer team],,https://docs.fluxbeam.xyz/
https://beets.fi,Beets LST,"16,750,407.89",,,[ANONYMOUS - Team maintains anonymity per project policy],,https://blog.fantom.foundation/fantom-ecosystem-spotlight-beethoven-x/
https://bend.berachain.com,BEND,"16,561,634.42",,,[ANONYMOUS - Berachain founders pseudonymous: Papa Bear/Smokey/Dev Bear/Man Bera],,https://tracxn.com/d/companies/berachain/
https://app.sentiment.xyz?refCode=dcd82abec7,Sentiment,"16,327,565.91",,,[ANONYMOUS - Team not publicly disclosed],,https://www.sentiment.xyz/
https://asseto.finance/product,Asseto AoABT,"16,197,298.63",Bridget,Li,Co-Founder & CEO,[NOT FOUND],https://x.com/AssetoFinance/status/1934797707450982818
https://rings.money/,Trevee Earn,"15,870,426.66",,,[ANONYMOUS - Developed by Mithras Labs team],,https://iq.wiki/wiki/trevee
https://abracadabra.money/,Abracadabra Spell,"15,547,793.12",Daniele,Sestagalli,Co-Founder,https://ch.linkedin.com/in/daniele-sestagalli-aa293487,https://cryptobriefing.com/who-is-daniele-sestagalli/
http://www.lolik.com,Lolik Liquid Staking,"14,843,130.27",Vakhtang,Abrahamyan,CEO Fastex (parent company),https://www.linkedin.com/in/vakhtang-abrahamyan-0b97345/,https://learn.fastex.com/newsroom/first-uae-blockchain-bahamut-chain
https://catfee.io/staking/,CatFee Staking Vault,"14,736,748.07",,,[ANONYMOUS - CatFee Core Team of 6 members],,https://forum.trondao.org/t/staking-vault-by-catfee-core-team-tron-staking-for-micro-users/33521
https://brotocol.xyz/,Brotocol,"14,652,549.03",,,[ANONYMOUS - Team not publicly disclosed],,https://brotocol.xyz/about
https://app.roninchain.com/swap#/swap,Katana DEX,"14,547,006.03",Trung,Nguyen,Co-Founder & CEO Sky Mavis,https://vn.linkedin.com/in/trungfinity,https://restofworld.org/profile/trung-nguyen/
https://app.roninchain.com/swap#/swap,Katana DEX,"14,547,006.03",Aleksander,Larsen,Co-Founder & COO Sky Mavis,https://no.linkedin.com/in/psycheout86,https://www.crunchbase.com/person/aleksander-leonard-larsen
https://stakee.org,Stakee,"14,055,084.33",,,[ANONYMOUS - TON staking protocol with anonymous team],,https://flagship.fyi/outposts/dapps/a-deep-dive-into-stakee/
https://www.mayaprotocol.com,Maya Protocol,"14,034,707.00",,,[ANONYMOUS - Pseudonymous founders: Aaluxx (Founder) + Itzamna (Co-Founder)],,https://www.mayaprotocol.com/
https://goblin.fi/,Goblin,"13,771,273.48",,,[ANONYMOUS - CEO known as "Mia"],,https://airdrops.com/reviews/goblin-finance-airdrop
https://biswap.org/,Biswap,"13,752,518.49",,,[ANONYMOUS - CEO "EK" with 27 pseudonymous team members],,https://bsc.news/post/becoming-a-benchmark-for-dex-platforms
https://fxdao.io,FxDAO,"13,493,175.85",,,[ANONYMOUS - Team not publicly disclosed],,https://fxdao.io/
https://djed.one,Djed Stablecoin,"13,436,026.21",Shahaf,Bar-Geffen,CEO of COTI (Djed issuer),https://il.linkedin.com/in/shahafbg,https://www.crunchbase.com/person/shahaf-bar-geffen
https://www.splashing.xyz/,Splashing Stake,"13,055,290.78",,,[ANONYMOUS - Sei Network liquid staking protocol],,https://www.rootdata.com/Projects/detail/Splashing?k=MjAwNjY%3D
https://www.hegic.co/?ref=0x798ff1e6d7afd28c333ee6ebe03125d30ec6ef10,Hegic,"12,911,502.37",,,[ANONYMOUS - Founded by pseudonymous developer "Molly Wintermute"],,https://www.crunchbase.com/person/molly-wintermute
https://danogo.io,Danogo,"12,631,554.31",,,[ANONYMOUS - Team not publicly disclosed],,https://www.cardanocube.com/projects/danogo
https://app.odyssey.finance/en,Odyssey Finance,"12,609,067.00",Zane,Huffman,CEO,https://www.linkedin.com/in/zanehuffman/,https://odyssey.finance/blogs/a-new-chapter-for-odyssey
https://stable.kittypunch.xyz/,KittyPunch StableKitty,"11,860,199.00",,,[ANONYMOUS - Team not publicly disclosed],,https://kittypunch.gitbook.io/kittypunch-docs
https://iotube.org,ioTube,"11,825,219.16",Raullen,Chai,Co-Founder & CEO IoTeX,https://www.linkedin.com/in/raullenchai/,https://crypto.news/exclusive-interview-raullen-chai-founder-ceo-iotex/
https://iotube.org,ioTube,"11,825,219.16",Qevan,Guo,Co-Founder IoTeX,https://www.linkedin.com/in/qevan/,https://www.crunchbase.com/person/qevan-guo
https://hydrex.fi,Hydrex Integral,"11,779,366.77",Garrett,Lee,Co-Founder,https://www.linkedin.com/in/garrett-lee-60251210a/,https://larrettgee.medium.com/how-hydrex-acquires-base-marketshare-7ec9062df388
https://deepbook.tech,DeepBook,"11,776,680.97",Evan,Cheng,CEO Mysten Labs,https://www.linkedin.com/in/chengevan/,https://learn.backpack.exchange/articles/who-founded-sui-blockchain
https://deepbook.tech,DeepBook,"11,776,680.97",Sam,Blackshear,CTO Mysten Labs,https://www.linkedin.com/in/sam-blackshear-599b3965,https://blog.sui.io/move-origins-sam-blackshear/
https://mux.network/,MUX Perps,"11,433,259.08",,,[ANONYMOUS - Dev team prefers to remain anonymous],,https://www.blocmates.com/protocol-focus/what-is-mux-protocol-a-complete-guide
https://www.templarfi.org/,Templar Protocol,"11,420,107.65",Royal,Fool,Co-Founder & CEO (pseudonymous),https://www.linkedin.com/in/royal-fool/,https://bitcoinmagazine.com/news/templar-launches-native-bitcoin-lending-without-intermediaries
https://www.byreal.io/,Byreal,"11,116,282.61",Emily,Bao,Co-Founder,https://www.linkedin.com/in/emily-bao/,https://www.prnewswire.com/news-releases/emily-bao-unveils-2026-strategic-roadmap-at-solana-accelerate-apac-247-perpetual-trading-is-coming-to-the-dex-302687578.html
https://shmonad.xyz/,ShMonad,"10,750,969.97",,,[ANONYMOUS - Developed by FastLane Labs team],,https://docs.shmonad.xyz/
https://www.acryptos.com/,ACryptoS,"10,566,312.61",,,[ANONYMOUS - Pseudonymous team: lead dev "X" + "BKT" marketing],,https://medium.com/acryptos/transcript-ama-with-binance-smart-chain-fd3f6dd0491b
https://aftermath.finance,Aftermath afSUI,"10,456,555.96",Kevin,Nelson,Co-Founder & CTO,https://www.linkedin.com/in/kevinrnelson-/,https://medium.com/@interestprotocol/defi-at-its-best-e3fef9426f0b
https://toros.finance,Toros,"10,393,983.25",Henrik,Andersson,Co-Founder dHEDGE (Toros incubator),https://au.linkedin.com/in/henrikandersson,https://blog.dhedge.org/dhedge-toros-finance-2022-recap-and-beyond/
https://toros.finance,Toros,"10,393,983.25",Radek,Ostrowski,Co-Founder dHEDGE (Toros incubator),https://www.linkedin.com/in/radekostrowski/,https://blog.dhedge.org/dhedge-toros-finance-2022-recap-and-beyond/
https://helixapp.com,Helix Perp,"10,374,038.21",Eric,Chen,Co-Founder & CEO Injective Labs,[NOT FOUND],https://blog.injective.com/en/helix-live-on-injective/
https://helixapp.com,Helix Perp,"10,374,038.21",Albert,Chon,Co-Founder & CTO Injective Labs,https://www.linkedin.com/in/albertchon/,https://blog.injective.com/en/helix-live-on-injective/
https://deri.io/#/trade/options,Deri V4,"10,359,434.59",,,[PSEUDONYMOUS - Co-Founders "0xAlpha" (CEO) and "Richard" (CTO)],,https://www.crunchbase.com/person/0x-alpha
https://www.elfi.xyz,ELFi Protocol,"10,329,804.49",Einar,Cheung,Co-Founder & CTO (ex-KuCoin CTO),https://www.linkedin.com/in/einar-zhang/,https://www.linkedin.com/in/einar-zhang/
https://shardingdao.io,ShardingDAO,"10,158,632.62",,,[ANONYMOUS - Founders not publicly disclosed],,https://shardingdao.medium.com/
https://strongholdsol.com/,Stronghold Staked SOL,"10,096,794.62",,,[ANONYMOUS - Team operates under Twitter handles: @eej_tech @SolusRGB @akh1l_sol],,https://x.com/StrongholdSOL
https://basin.exchange,Basin Exchange,"9,890,801.91",Benjamin,Weintraub,Co-Founder (Beanstalk),[NOT FOUND],https://community.bean.money/recordings/s1e1-the-founders-of-beanstalk
https://basin.exchange,Basin Exchange,"9,890,801.91",Brendan,Sanderson,Co-Founder (Beanstalk),[NOT FOUND],https://community.bean.money/recordings/s1e1-the-founders-of-beanstalk
https://wildcat.finance,Wildcat Protocol,"9,827,195.61",Laurence,Day,Co-Founder & CEO,https://uk.linkedin.com/in/laurenceday,https://www.theblock.co/post/339378/wildcat-decentralized-credit-platform-laurence-day-launches-version-ethereum
https://wildcat.finance,Wildcat Protocol,"9,827,195.61",Dillon,Kellar,Head of Engineering,https://www.linkedin.com/in/dillonkellar/,https://www.theblock.co/post/339378/wildcat-decentralized-credit-platform-laurence-day-launches-version-ethereum
https://mole.fi,Mole,"9,814,055.01",,,[ANONYMOUS - Founder known as "Eric" only],,https://web3.bitget.com/en/dapp/mole-28856
https://waterneuron.fi/,WaterNeuron,"9,693,757.05",,,[ANONYMOUS - DAO-governed ICP liquid staking],,https://waterneuron.fi/
https://www.meridian.money,Meridian AMM,"9,691,265.84",Abdelaziz,Moussaoui,Founder & Lead Developer,[NOT FOUND],https://www.themeridian.finance/
https://app.lendle.xyz/markets,Lendle Pooled Markets,"9,398,895.60",,,[ANONYMOUS - Mantle ecosystem builders],,https://lendle.xyz/
https://aborean.finance,Aborean AMM,"9,263,038.91",,,[ANONYMOUS - Team not publicly disclosed],,https://aborean.finance/
https://www.gobob.xyz,BOB Bridge,"8,724,187.60",Alexei,Zamyatin,Co-Founder & CEO,https://www.linkedin.com/in/alexei-zamyatin/,https://docs.gobob.xyz/
https://www.gobob.xyz,BOB Bridge,"8,724,187.60",Dominik,Harz,Co-Founder,https://www.linkedin.com/in/dominik-harz/,https://blog.gobob.xyz/team-members/dominik-harz
https://www.inceptionlrt.com/,InceptionLRT (Isolated Restaking),"8,488,726.81",João,Simões,CEO,https://www.linkedin.com/in/joao-nuno-simoes/,https://www.inceptionlrt.com/
https://www.inceptionlrt.com/,InceptionLRT (Isolated Restaking),"8,488,726.81",Pedro,Verdades,Co-Founder,https://pt.linkedin.com/in/pedro-verdades-b1500b125,https://www.inceptionlrt.com/
https://woodswap.org,WoodSwap,"8,390,360.66",,,[ANONYMOUS - Built by iZUMi Finance team],,https://izumi-finance.medium.com/izumi-launches-woodswap-to-extend-dex-as-a-service-to-rootstock-0502f990f959
https://varlamore.capital/,Varlamore Capital,"8,379,658.11",,,[ANONYMOUS - Builders from Silo team],,https://varlamore.capital/
https://cvault.finance/,cVault Finance,"8,291,091.83",,,[ANONYMOUS - Pseudonymous devs 0xRevert and X 3],,https://coinmarketcap.com/currencies/cvault-finance/
https://nonkyc.io,NonKYC,"8,095,715.68",,,[ANONYMOUS - Privacy-focused exchange with undisclosed team],,https://nonkyc.io/
https://app.ramses.exchange/dashboard,Ramses CL,"8,044,016.59",,,[PSEUDONYMOUS - Co-Founders known as "DOG" and "North"],,https://iq.wiki/wiki/ramses
https://synatra.xyz,Synatra,"8,040,128.99",,,[ANONYMOUS - Team not publicly disclosed],,https://synatra.xyz/
https://layerbank.finance,LayerBank,"8,005,070.82",Ray,Park,CEO,[NOT FOUND],https://layerbank.finance/
https://aptin.io,Aptin Finance,"7,957,553.54",,,[ANONYMOUS - Team not publicly disclosed],,https://aptin.io/
https://kinza.finance,Kinza Finance,"7,868,501.49",,,[PSEUDONYMOUS - CEO "Farseek" and CTO "Swordholder"],,https://kinza.finance/
https://www.hotcoin.com/,Hotcoin,"7,813,341.57",,,[ANONYMOUS - Founder/CEO not publicly disclosed],,https://coinmarketcap.com/exchanges/hotcoin-global/
https://ramses.xyz,Ramses HL,"7,795,179.99",Jeff,Yan,Founder,https://www.linkedin.com/in/jeffrey-yan-a8862871/,https://fortune.com/2026/01/12/hyperliquid-jeff-yan-defi-perpetuals-perps-exchange-defi/
https://vires.finance,Vires Finance,"7,761,296.61",Sasha,Ivanov,Founder (Waves),https://ae.linkedin.com/in/sasha-ivanov,https://cointelegraph.com/news/waves-community-back-defi-revival-plan-for-vires-finance
https://stakingverse.io,Stakingverse,"7,236,245.90",Jordy,Vervaet,Co-Founder,[NOT FOUND],https://medium.com/lukso/how-stakingverse-powers-secure-and-accessible-staking-on-lukso-7f8a7da8e87f
https://www.earn.powercity.io/,POWERCITY Earn Protocol,"7,221,229.61",,,[ANONYMOUS - Decentralized PulseChain protocol],,https://docs.powercity.io/earn-protocol/
https://www.hiveswap.io/,HiveSwap,"7,198,653.55",,,[ANONYMOUS - Bitcoin DEX on MAP Protocol],,https://www.hiveswap.io/
https://hakka.finance/,Hakka Finance,"7,140,156.54",Ping,Chen,Founder,[NOT FOUND],https://artistic709.medium.com/hakka-finance-and-i-bd28977295d9
https://hakka.finance/,Hakka Finance,"7,140,156.54",Lucien,Lee,CEO,https://www.linkedin.com/in/lucienlee/,https://www.linkedin.com/in/lucienlee/
https://uranium.io/en,Uranium.io,"7,013,859.51",Alex,Dolesky,Founder,[NOT FOUND],https://www.rootdata.com/member/Alex%20Dolesky?k=MjI1NDc%3D
https://pooltogether.com/,PoolTogether V5,"6,541,701.78",Leighton,Cusack,Co-Founder & CEO,https://www.linkedin.com/in/lay2000lbs/,https://pooltogethercommunity.substack.com/p/how-and-why-we-started-pooltogether
https://pooltogether.com/,PoolTogether V5,"6,541,701.78",Brendan,Asselstine,Co-Founder & CTO,https://ca.linkedin.com/in/brendanasselstine,https://ca.linkedin.com/in/brendanasselstine
https://beta.dooar.com/swap,DOOAR,"6,240,263.27",Yawn,Rong,Co-Founder (StepN/Find Satoshi Lab),https://www.linkedin.com/in/yawn-rong-4b4b1861/,https://medium.com/morningstar-ventures/founder-stories-yawn-rong-stepn-4e8833acb99b
https://beta.dooar.com/swap,DOOAR,"6,240,263.27",Jerry,Huang,Co-Founder (StepN/Find Satoshi Lab),https://au.linkedin.com/in/jerry2046,https://au.linkedin.com/in/jerry2046
https://francium.io,Francium,"6,144,136.00",,,[ANONYMOUS - Co-Founders "Mike Z." and "Tony L." (partial names only)],,https://www.solana.news/post/defi-direct-hosts-trio-from-francium-for-livestream
https://www.wingriders.com,WingRiders,"6,036,418.06",Jaromir,Tesar,Team Member & Cardano Ambassador,[NOT FOUND],https://cardanians-io.medium.com/interview-with-the-wingriders-team-6d0600541f1f
https://www.wingriders.com,WingRiders,"6,036,418.06",Lukas,Barta,Team Member & Cardano Ambassador,[NOT FOUND],https://cardanians-io.medium.com/interview-with-the-wingriders-team-6d0600541f1f
https://app.fanx.xyz,FanX Protocol,"6,028,966.92",,,[ANONYMOUS - Team not publicly disclosed],,https://fanx.gitbook.io/fanx-docs
https://h2.finance,H2 Finance,"5,954,775.46",,,[ANONYMOUS - Team not publicly disclosed],,https://docs.h2.finance/
https://stablehodl.com/,StableHodl,"5,946,216.17",Andy,Ting,Co-Founder (HeLa Labs),https://sg.linkedin.com/in/spting2318,https://helalabs.com/about/
https://stablehodl.com/,StableHodl,"5,946,216.17",Kerching,Choo,Co-Founder (HeLa Labs),https://www.linkedin.com/in/kerching-choo-68a60a54/,https://helalabs.com/about/
https://unitus.finance/,Unitus,"5,944,576.12",Mindao,Yang,Founder & CEO (dForce),https://www.linkedin.com/in/mindaoyang/,https://forum.dforce.network/t/dip058-the-rebranding-of-dforce-lending-to-unitus-finance/1425
https://hermetica.fi,Hermetica USDh,"5,899,740.34",Jakob,Schillinger,CEO & Founder,[NOT FOUND],https://www.theblock.co/post/321141/bitcoin-backed-stablecoin-developer-hermetica-raises-1-7-million-in-seed-funding
https://www.unichain.org,Unichain Bridge,"5,886,818.76",Hayden,Adams,Founder (Uniswap Labs),https://www.linkedin.com/in/haydenadams,https://blog.uniswap.org/introducing-unichain
https://kasu.finance/,Kasu,"5,884,315.71",Luke,Lombe,Co-Founder,https://www.linkedin.com/in/lukelombe/,https://www.globenewswire.com/news-release/2025/02/21/3030298/0/en/Kasu-launches-the-highest-risk-adjusted-yields-in-RWA-private-credit.html
https://kasu.finance/,Kasu,"5,884,315.71",Leon,Ploubidis,COO,https://www.linkedin.com/in/leonploubidis/,https://www.globenewswire.com/news-release/2025/02/21/3030298/0/en/Kasu-launches-the-highest-risk-adjusted-yields-in-RWA-private-credit.html
https://equilibrefinance.com/swap,Equilibre,"5,866,618.55",,,[ANONYMOUS - ve(3,3) AMM team not disclosed],,https://medium.com/@equilibrelabs/introducing-equilibre-finance-d6e6cbd5bf3d
https://honeypop.app,Honeypop DEX,"5,764,234.67",,,[ANONYMOUS - Team not publicly disclosed],,https://honeypop.app/
https://intentx.io,IntentX,"5,677,859.51",,,[PSEUDONYMOUS - Founders known as "levy" and "Roux"],,https://www.rootdata.com/Projects/detail/IntentX?k=OTk5MQ%3D%3D
https://keep3r.network,Keep3r Network,"5,532,525.22",Andre,Cronje,Creator,https://www.linkedin.com/in/andre-cronje/,https://andrecronje.medium.com/keep3r-network-v1-beta-20ab98c9e91a
https://app.mai.finance,QiDao,"5,525,697.81",,,[ANONYMOUS - Team members "Ben" and "Pablo" (pseudonyms)],,https://polygonalpha.substack.com/p/polygon-alpha-podcast-ben-and-pablo
https://piku.co/,Piku,"5,449,346.27",,,[ANONYMOUS - PikuDAO governed],,https://docs.piku.co/piku
https://parrot.fi,Parrot Protocol,"5,415,575.37",,,[ANONYMOUS - Founders not publicly disclosed],,https://gopartyparrot.medium.com/
https://eni.orbiter.finance/,ENIBridge,"5,395,282.86",,,[ANONYMOUS - Orbiter Finance team not disclosed],,https://pitchbook.com/profiles/company/515131-12
https://rosswap.com/#/swap,RosSwap,"5,386,886.03",,,[NOT FOUND - No team info available],,https://docs.rosswap.com
https://www.everdex.app/,Everdex,"5,345,285.82",,,[NOT FOUND - No team info available],,https://www.rootdata.com/Projects/detail/Everdex
https://llama.airforce,Llama Airforce,"5,342,222.21",,,[ANONYMOUS - Lead dev known as "Alunara"],,https://curve.substack.com/p/july-29-2022-what-makes-alunara-tick
https://four.meme?code=DZ9DF74J64FA,four.meme,"5,299,322.57",Ed,,Co-Founder,[NOT FOUND],https://www.accessnewswire.com/newsroom/en/blockchain-and-cryptocurrency/four.meme-a-fair-launch-platform-for-memes-on-bnb-chain-launches-today-885128
https://dgswap.io,DragonSwap Kaia,"5,242,829.60",,,[ANONYMOUS - Team not publicly disclosed],,https://docs.dgswap.io/mission/team
https://steamm.fi,STEAMM,"5,190,762.42",Rooter,,Founder (pseudonymous - also Suilend founder),https://www.linkedin.com/in/0xrooter/,https://suipiens.com/blog/inside-suilend-suis-leading-lending-platform/
https://biquid.io,Biquid,"5,112,534.90",Dohyun,Pak,CEO & Co-Founder (Bifrost),https://www.linkedin.com/in/dohyun-pak-682781a/,https://medium.com/bifrost/everything-you-need-to-know-about-bifrost-8f8943107ace
https://biquid.io,Biquid,"5,112,534.90",Jonghyup,Lee,CTO & Co-Founder (Bifrost),[NOT FOUND],https://medium.com/bifrost/everything-you-need-to-know-about-bifrost-8f8943107ace
https://www.sundaeswap.finance,SundaeSwap,"5,097,439.45",Mateen,Motavaf,Co-Founder & CEO,[NOT FOUND],https://billionsuccess.com/mateen-motavaf/
https://www.sundaeswap.finance,SundaeSwap,"5,097,439.45",Artem,Wright,Co-Founder & COO,https://www.linkedin.com/in/artemwright/,https://www.crunchbase.com/person/artem-wright
https://gmx.io/,GMX Perps,"5,063,591.47",,,[ANONYMOUS - Lead dev pseudonym @xdev_10],,https://www.coinhouse.com/gmx
https://alienbase.xyz,Alien Base,"5,028,728.83",,,[ANONYMOUS - 8-member team maintaining anonymity],,https://medium.com/@zketh.50/exploring-alien-base-a-deep-dive-into-a-new-dex-on-the-base-network-f0fe1acdbad
https://swap.reservoir.tools/#/swap,Reservoir Tools AMM,"4,903,108.84",Peter,Watts,Founder & CEO,https://au.linkedin.com/in/peter-watts-45361336b,https://www.theblock.co/post/338994/token-trading-reservoir-funding
https://anyhedge.com/,AnyHedge,"4,863,333.48",John,Nieri,Co-Founder & President (General Protocols),https://www.linkedin.com/in/kobejohn/,https://medium.com/@GeneralProtocols/bch-defi-startup-general-protocols-raises-over-1-mil-70cdeaf0a705
https://anyhedge.com/,AnyHedge,"4,863,333.48",Jonathan,Silverblood,Co-Founder & Lead Developer,[NOT FOUND],https://medium.com/@GeneralProtocols/bch-defi-startup-general-protocols-raises-over-1-mil-70cdeaf0a705
https://dfs.land,DFS Network,"4,831,787.78",,,[ANONYMOUS - Decentralized/community-owned EOS DeFi],,https://defis.network/
https://www.bakeryswap.org,BakerySwap,"4,796,414.06",,,[ANONYMOUS - Anonymous founders],,https://kriptomat.io/cryptocurrency-prices/bakeryswap-bake-price/what-is/
https://klayswap.com/dashboard,KlaySwap,"4,764,313.25",Jinhan,Choi,CEO Ozys (developer),[NOT FOUND],https://www.linkedin.com/company/ozys
https://www.bumpin.trade/,Bumpin Trade,"4,732,784.05",,,[ANONYMOUS - Team not publicly disclosed],,https://x.com/BumpinTrade
https://surflending.org/,Surf Lending,"4,717,608.44",Phil,,Founder (last name undisclosed),[NOT FOUND],https://learncardano.io/podcasts/defi-borrowing/
https://app.icpswap.com/,ICPSwap,"4,654,303.00",,,[ANONYMOUS - DAO governed via SNS on Internet Computer],,https://www.icpswap.com/
https://app.sakefinance.com/,SakeFinance,"4,589,094.88",,,[ANONYMOUS - Team not publicly disclosed],,https://sakefinance.net/
https://must.finance/,Mustang Finance,"4,464,191.11",,,[ANONYMOUS - Team not publicly disclosed],,https://www.must.finance
https://moar.market,Moar Market,"4,440,584.50",,,[ANONYMOUS - Incubated by Thala Labs & Aptos Foundation],,https://rootdata.com/Projects/detail/Moar%20Market
https://swapscanner.io/staking,Swapscanner LSD,"4,331,813.45",,,[ANONYMOUS - Team not publicly disclosed],,https://docs.swapscanner.io/
https://dex.9mm.pro/,9mm,"4,197,777.64",,,[ANONYMOUS - Community-driven PulseChain DEX],,https://github.com/9mmPro
https://venombridge.com,VenomBridge,"4,196,099.15",Peter,Knez,Chairman Venom Foundation (ex-CIO BlackRock),https://www.linkedin.com/in/pknez/,https://www.nasdaq.com/articles/from-pioneering-etfs-to-bringing-tradfi-to-web3-a-conversation-with-venoms-peter-knez
https://venombridge.com,VenomBridge,"4,196,099.15",Christopher,Tsu,CEO Venom Foundation,https://www.linkedin.com/in/christophertsu/,https://iq.wiki/wiki/christopher-louis-tsu
