coin_id,symbol,name,snapshot_date,price_usd,market_cap_usd,total_volume_usd,market_cap_rank
dogecoin,doge,Dogecoin,2026-03-18,0.09495973850304015,14575313092.722933,1495720538.4911873,
dogecoin,doge,Dogecoin,2026-03-19,0.09325906005577174,14311562652.615627,941839967.9430594,
dogecoin,doge,Dogecoin,2026-03-20,0.09439614228518432,14492800368.412525,725052577.8919693,
dogecoin,doge,Dogecoin,2026-03-21,0.09401254492785796,14432125665.358025,403506941.1207566,
dogecoin,doge,Dogecoin,2026-03-22,0.09047079335596486,13889227319.177792,1020802886.1586024,
dogecoin,doge,Dogecoin,2026-03-23,0.09428400014431909,14475070312.418114,1571955804.6810303,
dogecoin,doge,Dogecoin,2026-03-24,0.09462313359652733,14529091477.670822,1036692673.0645776,
dogecoin,doge,Dogecoin,2026-03-25,0.0963712341403262,14798704353.878313,1190461826.9376993,
dogecoin,doge,Dogecoin,2026-03-26,0.0920180333077005,14123939245.929016,1196555969.2947168,
dogecoin,doge,Dogecoin,2026-03-27,0.09001694883161279,13824006963.559559,942776858.9597385,
usds,usds,USDS,2026-03-01,0.9999107813097502,10133297651.351093,15181822.81419365,
usds,usds,USDS,2026-03-02,1.000331848981035,10176411124.917913,155649134.8683116,
usds,usds,USDS,2026-03-03,0.9999680599839332,9774446519.421606,17767433.950915102,
usds,usds,USDS,2026-03-04,0.9999123465162474,9817484741.310095,9255079.208579734,
usds,usds,USDS,2026-03-05,0.9999881410613048,10735975015.46534,12719110.438013958,
usds,usds,USDS,2026-03-06,0.9999935711142146,10740694302.716612,18617904.378408298,
usds,usds,USDS,2026-03-07,0.9999869401575676,10940806519.106241,16511772.458285538,
usds,usds,USDS,2026-03-08,1.0000593823975092,11044539666.506294,16920193.748170763,
usds,usds,USDS,2026-03-09,0.9999767536940801,11130764733.780462,15111416.452351164,
usds,usds,USDS,2026-03-10,0.9999366928462033,11160219720.18512,15581528.49598016,
usds,usds,USDS,2026-03-11,0.9999785580169396,11193745569.750427,19843799.119152203,
usds,usds,USDS,2026-03-12,0.9999315233646153,11182835845.694506,15943573.35082856,
usds,usds,USDS,2026-03-13,0.9999282094768759,11276801236.760145,16493120.21562501,
usds,usds,USDS,2026-03-14,0.9999814462357032,11275497082.572737,16954482.709865954,
usds,usds,USDS,2026-03-15,0.9999761345307687,11273459959.962036,13797907.18838501,
usds,usds,USDS,2026-03-16,1.0010621362316983,11280687874.389486,80663869.1029702,
usds,usds,USDS,2026-03-17,0.9997689590013327,11264631548.046911,21857312.936805796,
usds,usds,USDS,2026-03-18,0.9999350745455221,11574468041.679861,11285194.399351178,
usds,usds,USDS,2026-03-19,0.9999673510616858,11459631412.080568,11797162.52713512,
usds,usds,USDS,2026-03-20,1.0000425101750479,11529405099.663288,8218779.735980304,
usds,usds,USDS,2026-03-21,0.9997380350093119,11759811625.079975,10627866.06243214,
usds,usds,USDS,2026-03-22,0.9990842814711874,11656802532.457253,10149189.1988861,
usds,usds,USDS,2026-03-23,1.0000363636005332,11622934481.184,14782537.140822612,
usds,usds,USDS,2026-03-24,0.999755720473452,11636188426.31801,11898723.01262882,
usds,usds,USDS,2026-03-25,0.9998020722343133,11654719393.747816,9773178.186374392,
usds,usds,USDS,2026-03-26,0.9997304338461858,11501092609.039242,54271828.97622216,
usds,usds,USDS,2026-03-27,0.9996699908807699,11438578774.007078,37367692.1864867,
whitebit,wbt,WhiteBIT Coin,2026-03-01,48.14879207664755,10282532342.281553,67536220.12360829,
whitebit,wbt,WhiteBIT Coin,2026-03-02,50.49963877451879,10782804008.136965,109116698.7759897,
whitebit,wbt,WhiteBIT Coin,2026-03-03,49.452997500551874,10560306334.278952,99781601.16444346,
whitebit,wbt,WhiteBIT Coin,2026-03-04,52.35445860755443,11181737927.119883,122016899.00180231,
whitebit,wbt,WhiteBIT Coin,2026-03-05,54.64294769446326,11669579619.483845,99577904.85916233,
whitebit,wbt,WhiteBIT Coin,2026-03-06,54.76649207068768,11695371053.614985,86870776.18669824,
whitebit,wbt,WhiteBIT Coin,2026-03-07,53.7692698840348,11482711889.223293,31547824.988332447,
whitebit,wbt,WhiteBIT Coin,2026-03-08,53.36844661938505,11393348295.1042,54749371.80722247,
whitebit,wbt,WhiteBIT Coin,2026-03-09,54.68000842269913,11673286722.887241,93226903.9516331,
whitebit,wbt,WhiteBIT Coin,2026-03-10,55.197324910249115,11783651223.748913,91864491.04563121,
whitebit,wbt,WhiteBIT Coin,2026-03-11,55.622987200874356,11870961923.134695,59943117.15297081,
whitebit,wbt,WhiteBIT Coin,2026-03-12,55.249884306585216,11790205869.171394,53608518.94023242,
whitebit,wbt,WhiteBIT Coin,2026-03-13,55.385159648535996,11820290932.074574,67619003.97213405,
whitebit,wbt,WhiteBIT Coin,2026-03-14,55.179744708961216,11776437960.098068,23695473.31054928,
whitebit,wbt,WhiteBIT Coin,2026-03-15,56.91371163035474,12146563782.540306,31905830.3192707,
whitebit,wbt,WhiteBIT Coin,2026-03-16,58.38980680374638,12486661623.869772,93601512.5187577,
whitebit,wbt,WhiteBIT Coin,2026-03-17,58.11634958023228,12402787865.79937,70504331.73869629,
whitebit,wbt,WhiteBIT Coin,2026-03-18,56.83837941442328,12129172092.160221,80143779.6173934,
whitebit,wbt,WhiteBIT Coin,2026-03-19,55.30642099737859,11793190675.628141,77059360.6796346,
whitebit,wbt,WhiteBIT Coin,2026-03-20,55.618735547347136,11857919340.553568,68043465.89860587,
whitebit,wbt,WhiteBIT Coin,2026-03-21,54.89077454476947,11713461553.872206,19943004.929336354,
whitebit,wbt,WhiteBIT Coin,2026-03-22,53.660014218162054,11436951195.743937,58099365.110103786,
whitebit,wbt,WhiteBIT Coin,2026-03-23,54.778862851669096,11691320134.081484,130075132.63835335,
whitebit,wbt,WhiteBIT Coin,2026-03-24,54.437191625744056,11618175766.801332,80209831.15078634,
whitebit,wbt,WhiteBIT Coin,2026-03-25,54.916304664622515,11721258124.244795,53946860.4470865,
whitebit,wbt,WhiteBIT Coin,2026-03-26,52.84124975433377,11277524360.72687,53773855.03323578,
whitebit,wbt,WhiteBIT Coin,2026-03-27,51.16384448481623,10899871715.355427,70426488.64281042,
bitcoin-cash,bch,Bitcoin Cash,2026-03-01,438.554314402453,8774988985.0566,263814056.14555722,
bitcoin-cash,bch,Bitcoin Cash,2026-03-02,448.5034531366262,8971333140.7228,353027000.5190732,
bitcoin-cash,bch,Bitcoin Cash,2026-03-03,446.43846248886507,8927506178.165789,266388061.0404935,
bitcoin-cash,bch,Bitcoin Cash,2026-03-04,466.2658070787196,9325355807.460056,410075049.4469525,
bitcoin-cash,bch,Bitcoin Cash,2026-03-05,462.1403388424513,9244698753.04765,294230057.23876095,
bitcoin-cash,bch,Bitcoin Cash,2026-03-06,449.76493922795186,8996986948.200397,225590928.46580106,
bitcoin-cash,bch,Bitcoin Cash,2026-03-07,447.48254696599054,8952896683.367416,137225605.8093927,
bitcoin-cash,bch,Bitcoin Cash,2026-03-08,446.1633145068738,8926152131.556269,157610076.27131572,
bitcoin-cash,bch,Bitcoin Cash,2026-03-09,447.3446561432903,8951150755.395996,233939427.80648378,
bitcoin-cash,bch,Bitcoin Cash,2026-03-10,446.098401517868,8924587074.583452,251042032.9032093,
bitcoin-cash,bch,Bitcoin Cash,2026-03-11,456.1504982331323,9125090753.000896,202778961.34002024,
bitcoin-cash,bch,Bitcoin Cash,2026-03-12,454.0555668867625,9081826364.839922,163178386.51864326,
bitcoin-cash,bch,Bitcoin Cash,2026-03-13,460.3541601513286,9208497025.90462,320198755.2552862,
bitcoin-cash,bch,Bitcoin Cash,2026-03-14,465.4953913196755,9313445680.745546,149650040.30139142,
bitcoin-cash,bch,Bitcoin Cash,2026-03-15,469.15244373588513,9386452971.732405,160434636.05910274,
bitcoin-cash,bch,Bitcoin Cash,2026-03-16,481.3151080812306,9630711135.51062,272177236.4959404,
bitcoin-cash,bch,Bitcoin Cash,2026-03-17,473.4654153635753,9473138817.685225,199303795.32703242,
bitcoin-cash,bch,Bitcoin Cash,2026-03-18,455.30533837321576,9109450140.272642,216181618.17226008,
bitcoin-cash,bch,Bitcoin Cash,2026-03-19,454.787862336849,9099421457.722675,197007843.34079468,
bitcoin-cash,bch,Bitcoin Cash,2026-03-20,472.9800924180921,9467011127.066635,205002879.12966135,
bitcoin-cash,bch,Bitcoin Cash,2026-03-21,467.68551241019,9358606282.576912,134586611.7182469,
bitcoin-cash,bch,Bitcoin Cash,2026-03-22,469.199857646378,9386282296.088774,184766971.89421156,
bitcoin-cash,bch,Bitcoin Cash,2026-03-23,477.1078143229026,9546771636.642447,249580523.52338678,
bitcoin-cash,bch,Bitcoin Cash,2026-03-24,477.576264768886,9555289366.537233,221659173.3526374,
bitcoin-cash,bch,Bitcoin Cash,2026-03-25,473.91704997953946,9484124329.393402,189500633.91519248,
bitcoin-cash,bch,Bitcoin Cash,2026-03-26,460.8146400703686,9221873940.69435,201108723.40369406,
bitcoin-cash,bch,Bitcoin Cash,2026-03-27,465.9705726595424,9325033280.90379,370290425.4922404,
hyperliquid,hype,Hyperliquid,2026-03-01,31.44850293558029,7523393139.984049,307167500.3807499,
hyperliquid,hype,Hyperliquid,2026-03-02,33.10071921579818,7895129257.281052,435073151.7584597,
hyperliquid,hype,Hyperliquid,2026-03-03,31.454285595614152,7498543601.68602,313236558.0793433,
hyperliquid,hype,Hyperliquid,2026-03-04,31.832209499086886,7584142709.908532,307281548.2287761,
hyperliquid,hype,Hyperliquid,2026-03-05,30.477764712922216,7271588900.056761,225558102.15065366,
hyperliquid,hype,Hyperliquid,2026-03-06,31.11820644086823,7418008988.035637,246474721.0367975,
hyperliquid,hype,Hyperliquid,2026-03-07,30.11633321188174,7179589780.0236025,162137996.8067665,
hyperliquid,hype,Hyperliquid,2026-03-08,30.573699588361404,7283180428.522181,158587364.96409133,
hyperliquid,hype,Hyperliquid,2026-03-09,35.06696352469988,8361469273.109951,498425683.7033603,
hyperliquid,hype,Hyperliquid,2026-03-10,34.021299284985865,8107879291.856124,362200909.4933835,
hyperliquid,hype,Hyperliquid,2026-03-11,36.252298649034785,8643692795.28888,388838100.59656054,
hyperliquid,hype,Hyperliquid,2026-03-12,37.163368232567706,8846248390.18231,368270185.87046987,
hyperliquid,hype,Hyperliquid,2026-03-13,36.36108246955298,8665264213.175472,453597998.3213283,
hyperliquid,hype,Hyperliquid,2026-03-14,38.01232655356398,9061971797.867046,264057157.27617225,
hyperliquid,hype,Hyperliquid,2026-03-15,37.521447267947195,8943246548.189964,208415211.52404636,
hyperliquid,hype,Hyperliquid,2026-03-16,41.16125766248255,9842780455.410303,504675334.5368979,
hyperliquid,hype,Hyperliquid,2026-03-17,41.48163322884816,9893819017.321764,431232802.27422774,
hyperliquid,hype,Hyperliquid,2026-03-18,41.84363006119196,9970630839.474934,587928363.0374547,
hyperliquid,hype,Hyperliquid,2026-03-19,39.377684710985974,9389936816.048298,432807080.1951001,
hyperliquid,hype,Hyperliquid,2026-03-20,40.021157612908524,9540456196.268738,347443899.25448686,
hyperliquid,hype,Hyperliquid,2026-03-21,39.89723089371154,9514841869.80465,148697860.839952,
hyperliquid,hype,Hyperliquid,2026-03-22,38.44560640952192,9164781529.14976,269986529.57580477,
hyperliquid,hype,Hyperliquid,2026-03-23,37.56215872620509,8945750497.773329,477893575.45497906,
hyperliquid,hype,Hyperliquid,2026-03-24,40.091902947371686,9557320951.311972,327081967.3076103,
hyperliquid,hype,Hyperliquid,2026-03-25,40.23004513892033,9589861545.695168,298689384.62847465,
hyperliquid,hype,Hyperliquid,2026-03-26,39.02419263716393,9301489554.755774,243720532.7359085,
hyperliquid,hype,Hyperliquid,2026-03-27,38.598178689935615,9184092915.691362,244078657.5264357,
cardano,ada,Cardano,2026-03-01,0.2718875157522025,10012102424.032455,558404734.3093898,
cardano,ada,Cardano,2026-03-02,0.2805022856210595,10329556814.16849,617032849.5966736,
cardano,ada,Cardano,2026-03-03,0.26347296929909375,9709353520.071653,696712886.5762756,
cardano,ada,Cardano,2026-03-04,0.2762812217409368,10181705713.153942,956638499.5866506,
cardano,ada,Cardano,2026-03-05,0.26944424652987575,9930901929.69518,573394518.0470252,
cardano,ada,Cardano,2026-03-06,0.2599043876892305,9569815161.135866,463589934.94804287,
cardano,ada,Cardano,2026-03-07,0.2536540687200428,9341058769.10255,342032487.81705153,
cardano,ada,Cardano,2026-03-08,0.25066450122059386,9232486622.543594,390597643.1214316,
cardano,ada,Cardano,2026-03-09,0.2551467339202496,9401651215.366175,527692464.7956575,
cardano,ada,Cardano,2026-03-10,0.2612081775987181,9621479445.43628,610580355.044745,
cardano,ada,Cardano,2026-03-11,0.2637246607260234,9709982692.774286,496041409.0698302,
cardano,ada,Cardano,2026-03-12,0.26290610182463964,9678836865.529545,340279775.19051284,
cardano,ada,Cardano,2026-03-13,0.2648932194969766,9753769170.34381,622424710.5918697,
cardano,ada,Cardano,2026-03-14,0.2604232992467118,9593196800.919867,335266144.1288211,
cardano,ada,Cardano,2026-03-15,0.2706694346253038,9970997261.664976,338704896.9302298,
cardano,ada,Cardano,2026-03-16,0.29114300275200994,10725468954.475811,1061207503.2971778,
cardano,ada,Cardano,2026-03-17,0.29131803431827485,10728444609.781742,609322149.0525576,
cardano,ada,Cardano,2026-03-18,0.27366660373812807,10080196892.777018,559180159.7799461,
cardano,ada,Cardano,2026-03-19,0.2664271481694527,9816040272.168571,424679407.9245031,
cardano,ada,Cardano,2026-03-20,0.2669666101396996,9836565811.105005,369865463.2267865,
cardano,ada,Cardano,2026-03-21,0.2647771024837586,9756227687.25676,223072619.09110194,
cardano,ada,Cardano,2026-03-22,0.2519338510661715,9281322719.483198,471238403.4751874,
cardano,ada,Cardano,2026-03-23,0.2615379087518909,9635195637.513851,651243721.6844796,
cardano,ada,Cardano,2026-03-24,0.2652064076278558,9769043565.192999,420856503.98686385,
cardano,ada,Cardano,2026-03-25,0.2705014831009196,9968981703.324165,475908301.67924225,
cardano,ada,Cardano,2026-03-26,0.2549859035520436,9395010907.91962,468335555.46601844,
cardano,ada,Cardano,2026-03-27,0.24627232451537168,9072417643.573221,564521853.5479871,
leo-token,leo,LEO Token,2026-03-01,9.095878211190877,8377698485.51511,1116531.3015408856,
leo-token,leo,LEO Token,2026-03-02,9.057280425000368,8343959175.838025,2142354.1731165727,
leo-token,leo,LEO Token,2026-03-03,9.212227157062172,8486091872.413708,1226237.8234076838,
leo-token,leo,LEO Token,2026-03-04,9.055103624566616,8341184685.006872,1570068.5266988766,
leo-token,leo,LEO Token,2026-03-05,9.038394896504979,8326276782.513011,3885201.89473663,
leo-token,leo,LEO Token,2026-03-06,9.053325148739034,8338077816.028704,1052056.2476817733,
leo-token,leo,LEO Token,2026-03-07,9.056165563447102,8342472374.494724,766249.4251927786,
leo-token,leo,LEO Token,2026-03-08,9.037237243585444,8324748754.510822,785293.6752055719,
leo-token,leo,LEO Token,2026-03-09,9.189134723058379,8462663338.528505,835480.9791012828,
leo-token,leo,LEO Token,2026-03-10,9.203179397662577,8489134042.269661,1976324.78785522,
leo-token,leo,LEO Token,2026-03-11,9.061531339605683,8348367099.608292,1170746.302817647,
leo-token,leo,LEO Token,2026-03-12,9.043045416100403,8329132924.583791,1759959.6425075133,
leo-token,leo,LEO Token,2026-03-13,9.06779330179022,8352847160.130805,471532.85179766244,
leo-token,leo,LEO Token,2026-03-14,9.07367300032816,8357117226.19101,456364.80747757026,
leo-token,leo,LEO Token,2026-03-15,9.062740416016057,8348833953.111545,748308.1194452718,
leo-token,leo,LEO Token,2026-03-16,9.06422675990037,8349996259.786954,851273.9881691565,
leo-token,leo,LEO Token,2026-03-17,9.057721180577614,8334224689.481638,839203.2107083931,
leo-token,leo,LEO Token,2026-03-18,9.062590575061515,8347786536.8986025,367967.52957830887,
leo-token,leo,LEO Token,2026-03-19,9.175959406708769,8451968773.699508,1118793.9121752589,
leo-token,leo,LEO Token,2026-03-20,9.222689532841732,8494677777.358703,584406.2115540274,
leo-token,leo,LEO Token,2026-03-21,9.228222119540614,8499487578.746925,376532.6622111858,
leo-token,leo,LEO Token,2026-03-22,9.288402633049703,8555128707.051481,379206.22272956494,
leo-token,leo,LEO Token,2026-03-23,9.380015128349738,8639349732.242493,621563.7989602528,
leo-token,leo,LEO Token,2026-03-24,9.462583017483636,8717080977.782803,490373.5730165349,
leo-token,leo,LEO Token,2026-03-25,9.474139046058001,8725879784.405931,339477.33061724604,
leo-token,leo,LEO Token,2026-03-26,9.511180160707703,8758479407.045013,453890.5423281398,
leo-token,leo,LEO Token,2026-03-27,9.575299506469001,8818566221.410467,680977.7618512172,
chainlink,link,Chainlink,2026-03-01,8.612612507989668,6100676113.15592,401255028.6402206,
chainlink,link,Chainlink,2026-03-02,9.057681649879964,6414135200.054165,426298595.12972933,
chainlink,link,Chainlink,2026-03-03,8.806061960851803,6236682102.785666,341684979.01228344,
chainlink,link,Chainlink,2026-03-04,9.361843273791102,6629567031.620843,522101269.5770354,
chainlink,link,Chainlink,2026-03-05,9.235169213418969,6542108408.917999,433987483.18500286,
chainlink,link,Chainlink,2026-03-06,8.81729745608605,6243528068.1262,311793738.7305723,
chainlink,link,Chainlink,2026-03-07,8.676306606423502,6143440272.764767,191388392.37066904,
chainlink,link,Chainlink,2026-03-08,8.557476806773384,6058913976.74778,271382858.4624945,
chainlink,link,Chainlink,2026-03-09,8.90252250688883,6303295529.944019,384857829.928988,
chainlink,link,Chainlink,2026-03-10,8.959121975570804,6344045616.194906,362629520.4237208,
chainlink,link,Chainlink,2026-03-11,9.044574660823669,6402782374.549634,327986119.9488398,
chainlink,link,Chainlink,2026-03-12,8.993688075392669,6364730047.037562,305584536.98100185,
chainlink,link,Chainlink,2026-03-13,9.06086196655404,6413470578.064868,490198023.4436382,
chainlink,link,Chainlink,2026-03-14,9.079633962243914,6431601521.882872,221692167.84864053,
chainlink,link,Chainlink,2026-03-15,9.479065149262556,6704961166.064105,324720061.8443958,
chainlink,link,Chainlink,2026-03-16,9.982919446689992,7068904965.231736,764111394.2742478,
chainlink,link,Chainlink,2026-03-17,9.84875308970536,6969983679.337695,467010385.62867665,
chainlink,link,Chainlink,2026-03-18,9.207630405439698,6516822937.0348215,411167822.7540047,
chainlink,link,Chainlink,2026-03-19,9.042826850351279,6402271224.969542,393954600.751708,
chainlink,link,Chainlink,2026-03-20,9.139461487482018,6471675216.705894,336928758.1792666,
chainlink,link,Chainlink,2026-03-21,9.07548182170454,6427380564.876987,182605604.48876086,
chainlink,link,Chainlink,2026-03-22,8.71856193462521,6170592834.751791,368511830.9225127,
chainlink,link,Chainlink,2026-03-23,9.108480222193782,6448641054.37096,589392923.6834784,
chainlink,link,Chainlink,2026-03-24,9.194361649458289,6508609904.812418,396207254.71703315,
chainlink,link,Chainlink,2026-03-25,9.375201905178377,6638724419.804847,363686530.159229,
chainlink,link,Chainlink,2026-03-26,8.921843162251374,6317556981.305933,368818646.5514332,
chainlink,link,Chainlink,2026-03-27,8.536570228533144,6043363506.815872,413925069.9362546,
monero,xmr,Monero,2026-03-01,340.37322064261133,6278218931.300863,78918547.59651326,
monero,xmr,Monero,2026-03-02,347.3397766564169,6419737007.438018,102264985.92518154,
monero,xmr,Monero,2026-03-03,340.7654580081439,6287832936.344148,99506918.15568753,
monero,xmr,Monero,2026-03-04,357.4973978931635,6603375091.040669,113629213.5638295,
monero,xmr,Monero,2026-03-05,364.15048526702117,6727847563.972055,138798565.5366428,
monero,xmr,Monero,2026-03-06,350.6737004915629,6477952398.879611,89904100.4849268,
monero,xmr,Monero,2026-03-07,345.6633148073702,6383980515.082191,72305758.52356398,
monero,xmr,Monero,2026-03-08,336.9141590259636,6207231560.649505,56847840.754937,
monero,xmr,Monero,2026-03-09,340.8330064344013,6287259241.568401,92162661.7673203,
monero,xmr,Monero,2026-03-10,351.61299514545584,6475571278.154313,77830466.39819744,
monero,xmr,Monero,2026-03-11,353.2419029982338,6516516264.135248,89705531.71427128,
monero,xmr,Monero,2026-03-12,351.6172072017369,6486898471.368063,74876437.24778835,
monero,xmr,Monero,2026-03-13,357.1138842960838,6582572339.095113,89443547.63892922,
monero,xmr,Monero,2026-03-14,358.0034341976442,6604634112.860281,103446956.74177657,
monero,xmr,Monero,2026-03-15,356.4470073610781,6575295078.21385,72140960.57258137,
monero,xmr,Monero,2026-03-16,375.6766023361651,6931639362.384383,103339224.6712851,
monero,xmr,Monero,2026-03-17,368.45272207525267,6793970555.043679,92131798.67302144,
monero,xmr,Monero,2026-03-18,345.5145661372661,6365954025.297777,103987962.58036564,
monero,xmr,Monero,2026-03-19,339.67125008189413,6269373638.989687,78406600.81675589,
monero,xmr,Monero,2026-03-20,349.0953370937572,6452178262.3442335,89995524.31470966,
monero,xmr,Monero,2026-03-21,347.13821394768974,6403550917.602184,54992709.80341754,
monero,xmr,Monero,2026-03-22,363.73148728471176,6708969278.236307,89207466.2949744,
monero,xmr,Monero,2026-03-23,352.0993374297604,6484452786.965547,115485212.06083687,
monero,xmr,Monero,2026-03-24,341.78425367545594,6307568787.47544,109526137.92089653,
monero,xmr,Monero,2026-03-25,342.7257603190391,6320033936.051124,113779253.17401117,
monero,xmr,Monero,2026-03-26,328.9416763464197,6067818712.947917,87323435.26369771,
monero,xmr,Monero,2026-03-27,325.0992997989251,5999782903.571589,85085263.16588128,
ethena-usde,usde,Ethena USDe,2026-03-01,0.9991515275098081,6025959263.528811,51875089.33131231,
ethena-usde,usde,Ethena USDe,2026-03-02,0.998657024246931,6003437199.016795,119139325.7676248,
ethena-usde,usde,Ethena USDe,2026-03-03,0.9993953525263577,5993640155.422891,227692745.91643986,
ethena-usde,usde,Ethena USDe,2026-03-04,0.9993886294178537,5984959177.812736,186471347.0302847,
ethena-usde,usde,Ethena USDe,2026-03-05,0.9992670108517425,5967474383.2844095,113554164.87092425,
ethena-usde,usde,Ethena USDe,2026-03-06,0.999296862461421,5950413574.388359,95340713.33178723,
ethena-usde,usde,Ethena USDe,2026-03-07,0.9992015024989492,5945426547.473352,112088465.9104858,
ethena-usde,usde,Ethena USDe,2026-03-08,0.9993556442172395,5936771358.716592,140300877.45806718,
ethena-usde,usde,Ethena USDe,2026-03-09,0.999402068708599,5924744773.933691,172892337.51157197,
ethena-usde,usde,Ethena USDe,2026-03-10,0.9994015910277839,5919078557.418194,156601008.56553137,
ethena-usde,usde,Ethena USDe,2026-03-11,0.999485032800969,5912071913.021751,76951950.29792361,
ethena-usde,usde,Ethena USDe,2026-03-12,0.9998548007224682,5920763121.381051,60585170.54808258,
ethena-usde,usde,Ethena USDe,2026-03-13,1.0001669861363387,5923294788.352106,137194313.34596083,
ethena-usde,usde,Ethena USDe,2026-03-14,0.9999534404245662,5921981920.677451,52001678.29268694,
ethena-usde,usde,Ethena USDe,2026-03-15,0.998420981507339,5908718349.081238,133539390.4851231,
ethena-usde,usde,Ethena USDe,2026-03-16,0.9999648911409761,5920514297.553132,87769262.4829578,
ethena-usde,usde,Ethena USDe,2026-03-17,1.0001946905450594,5922078729.243207,95474466.58088139,
ethena-usde,usde,Ethena USDe,2026-03-18,0.9995458219388693,5919993457.524533,107802352.63478002,
ethena-usde,usde,Ethena USDe,2026-03-19,0.9994520451984162,5921740241.565142,76222892.05254191,
ethena-usde,usde,Ethena USDe,2026-03-20,0.9999709420221701,5924254456.910926,129337785.85697807,
ethena-usde,usde,Ethena USDe,2026-03-21,0.9997643015711668,5922952408.983207,40114302.66272777,
ethena-usde,usde,Ethena USDe,2026-03-22,0.9993717399904083,5918303924.737738,74679254.47029634,
ethena-usde,usde,Ethena USDe,2026-03-23,0.9991940789423187,5915398080.520591,99872460.31162998,
ethena-usde,usde,Ethena USDe,2026-03-24,0.9991386413676064,5915722422.443716,68757427.34793808,
ethena-usde,usde,Ethena USDe,2026-03-25,0.9992003491809559,5914862338.707119,76860213.1639567,
ethena-usde,usde,Ethena USDe,2026-03-26,0.999167943594661,5920038683.698542,100604926.4180564,
ethena-usde,usde,Ethena USDe,2026-03-27,0.9991031033659005,5904079141.998342,119196727.1775238,
stellar,xlm,Stellar,2026-03-01,0.15353698635067775,5063996050.943133,128079405.89641014,
stellar,xlm,Stellar,2026-03-02,0.15713441237736667,5180030762.499739,119426127.58780444,
stellar,xlm,Stellar,2026-03-03,0.15121766082845411,4986461129.163683,117678703.10475576,
stellar,xlm,Stellar,2026-03-04,0.16023882372545425,5293577692.014321,159874264.9543857,
stellar,xlm,Stellar,2026-03-05,0.1576706945389758,5199091181.850293,103937381.21291941,
stellar,xlm,Stellar,2026-03-06,0.15238557622348803,5025076967.790559,102093975.14921331,
stellar,xlm,Stellar,2026-03-07,0.14950966907348745,4932718215.721563,61575670.2932828,
stellar,xlm,Stellar,2026-03-08,0.1491348002931764,4918861233.12413,72696159.78470425,
stellar,xlm,Stellar,2026-03-09,0.15099810790361376,4981926972.942205,92883106.9846036,
stellar,xlm,Stellar,2026-03-10,0.15902319950048127,5248474922.571976,154937020.1561429,
stellar,xlm,Stellar,2026-03-11,0.15976331870249977,5270004848.375253,98594973.67695123,
stellar,xlm,Stellar,2026-03-12,0.15959122649636848,5265238867.072299,77448238.30228399,
stellar,xlm,Stellar,2026-03-13,0.1638108386823574,5403409044.801532,105234154.84421778,
stellar,xlm,Stellar,2026-03-14,0.16496490935485128,5447218175.271293,72931973.24627063,
stellar,xlm,Stellar,2026-03-15,0.17069899328706417,5633585739.92064,80366784.13843028,
stellar,xlm,Stellar,2026-03-16,0.17609197602422993,5810440913.552679,165143204.2696756,
stellar,xlm,Stellar,2026-03-17,0.174939586504046,5768614933.027628,142177106.46670577,
stellar,xlm,Stellar,2026-03-18,0.16962908193184542,5597587005.278931,112394456.5942275,
stellar,xlm,Stellar,2026-03-19,0.16541834816857878,5460733682.0078125,87263715.24041574,
stellar,xlm,Stellar,2026-03-20,0.1658177258062858,5477112312.844159,77520724.89801107,
stellar,xlm,Stellar,2026-03-21,0.16523459158603523,5455082380.3751745,56899920.949261725,
stellar,xlm,Stellar,2026-03-22,0.15681903267540662,5176761780.386163,88605786.03656429,
stellar,xlm,Stellar,2026-03-23,0.16649630998897755,5496984231.393796,139690669.88764018,
stellar,xlm,Stellar,2026-03-24,0.17341667729998977,5724018399.931179,114191995.82997963,
stellar,xlm,Stellar,2026-03-25,0.17752823408692844,5861455040.15721,187787494.12319505,
stellar,xlm,Stellar,2026-03-26,0.17421364903634304,5755375451.305117,119096965.9853685,
stellar,xlm,Stellar,2026-03-27,0.1680845950028094,5552072090.074724,118471093.82732932,
canton-network,cc,Canton,2026-03-01,0.16055303545733862,6089755765.152516,25133615.117317177,
canton-network,cc,Canton,2026-03-02,0.15941119349819738,6050087204.876106,18951135.707689624,
canton-network,cc,Canton,2026-03-03,0.1580719217156994,5980961927.982283,18778134.787199132,
canton-network,cc,Canton,2026-03-04,0.15516710870982683,5887754635.100827,26230063.72909046,
canton-network,cc,Canton,2026-03-05,0.15030924365978968,5701871425.57633,36983499.62927607,
canton-network,cc,Canton,2026-03-06,0.15374160032802317,5838803701.385823,39319953.72507049,
canton-network,cc,Canton,2026-03-07,0.15349779159624685,5830599400.77074,40326667.29358178,
canton-network,cc,Canton,2026-03-08,0.14994734435929835,5697766354.302146,74396557.27360278,
canton-network,cc,Canton,2026-03-09,0.1452917467926065,5520458415.958135,105042227.45070042,
canton-network,cc,Canton,2026-03-10,0.14757833976591128,5608759942.276476,192848502.11396658,
canton-network,cc,Canton,2026-03-11,0.1530385342002716,5805516470.878078,207027250.60952142,
canton-network,cc,Canton,2026-03-12,0.14691746387674834,5586230359.053039,266198770.4886911,
canton-network,cc,Canton,2026-03-13,0.1519096938602143,5775301390.497721,9951279.8010567,
canton-network,cc,Canton,2026-03-14,0.15089110902608202,5738828091.690816,7772484.19044698,
